developer_name,developer_name_en,developer_name_cn,developer_name_ko,developer_display_name,app_count,ios_gross_source_revenue_usd,revenue_usd_2025_cn_ios,revenue_basis,revenue_adjustment_multiplier,downloads_2025_cn_ios,avg_arpd_usd_2025_cn_ios,best_rank,developer_city_en,developer_city_ko,developer_country,location_precision,top_games,genres,subgenres,genre_search_text,game_classes,product_models,art_styles,themes,monetization_f2p,monetization_live_ops,monetization_gacha,publishers,corporate_parents,stock_tickers,avg_match_score,primary_genre,primary_subgenre,primary_genre_revenue_usd,primary_genre_revenue_share,primary_genre_top_games,primary_genre_revenue_share_pct,bd_score,bd_priority,bd_fit
"Shenzhen You Xian Qi Technology Co., Ltd.","Shenzhen You Xian Qi Technology Co., Ltd.","Shenzhen You Xian Qi Technology Co., Ltd.",,"Shenzhen You Xian Qi Technology Co., Ltd.",1,13713.92,19199.487999999998,2025 중국 iOS+AOS 추정 순매출,1.4,681,28.193080763582962,1468,Shenzhen,선전,China,city,仙侠第一放置,RPG,Idle RPG,RPG Idle RPG RPG/역할수행 角色扮演 방치형 RPG 放置RPG RPG/역할수행 / 방치형 RPG · 角色扮演 / 放置RPG · RPG / Idle RPG,Action & Strategy,Mid-core,2D Realistic,Wuxia,1.0,,,深圳市有仙气科技有限公司,,,100.0,RPG,Idle RPG,19199.487999999998,1.0,仙侠第一放置,100.0,32.6,D-후보,RPG/역할수행 / 방치형 RPG · 角色扮演 / 放置RPG · RPG / Idle RPG · 100% 집중 · LiveOps · Gacha · Mid-core
Wondrous Journey.inc,Wondrous Journey.inc,江苏凤凰电子音像出版社有限公司,,江苏凤凰电子音像出版社有限公司,1,13620.14,19068.195999999996,2025 중국 iOS+AOS 추정 순매출,1.4,3524,5.410952326901247,1469,,,China,unknown,轴音旋律,Arcade,Music / Rhythm,Arcade Music / Rhythm 아케이드 街机 음악/리듬 音乐/节奏 아케이드 / 음악/리듬 · 街机 / 音乐/节奏 · Arcade / Music / Rhythm,Lifestyle & Puzzle,Hypercasual,2D Anime,Music,1.0,1.0,,GLACIA STUDIO,,,96.0,Arcade,Music / Rhythm,19068.195999999996,1.0,轴音旋律,100.0,34.0,D-후보,아케이드 / 음악/리듬 · 街机 / 音乐/节奏 · Arcade / Music / Rhythm · 100% 집중 · LiveOps · Gacha · Hypercasual
Shanghai feimiao network technology co. LTD,Shanghai feimiao network technology co. LTD,江苏凤凰电子音像出版社有限公司,,江苏凤凰电子音像出版社有限公司,1,13249.79,18549.706,2025 중국 iOS+AOS 추정 순매출,1.4,0,0.0,1473,Shanghai,상하이,China,city,逍遥修真-文字修仙挂机BT版手游,RPG,Idle RPG,RPG Idle RPG RPG/역할수행 角色扮演 방치형 RPG 放置RPG RPG/역할수행 / 방치형 RPG · 角色扮演 / 放置RPG · RPG / Idle RPG,Action & Strategy,Mid-core,2D Anime,Wuxia,1.0,,,飞淼游戏,,,96.0,RPG,Idle RPG,18549.706,1.0,逍遥修真-文字修仙挂机BT版手游,100.0,30.8,D-후보,RPG/역할수행 / 방치형 RPG · 角色扮演 / 放置RPG · RPG / Idle RPG · 100% 집중 · LiveOps · Gacha · Mid-core
G.W Studio,G.W Studio,吉林音像出版社有限责任公司,,吉林音像出版社有限责任公司,1,12995.11,18193.154,2025 중국 iOS+AOS 추정 순매출,1.4,9117,1.9955197981792254,1476,Hangzhou,항저우,China,city,挡不住的胜利,Strategy,Tower Defense,Strategy Tower Defense 전략 策略 타워디펜스 塔防 전략 / 타워디펜스 · 策略 / 塔防 · Strategy / Tower Defense,Action & Strategy,Hybridcasual,2D Cartoon,Combat Arena,1.0,,,"Jiwang Network Technology (Hangzhou) Co., Ltd.",,,96.0,Strategy,Tower Defense,18193.154,1.0,挡不住的胜利,100.0,35.5,C-니치/롱테일,전략 / 타워디펜스 · 策略 / 塔防 · Strategy / Tower Defense · 100% 집중 · LiveOps · Gacha · Hybridcasual
"Harbin Sining Technology Development Co., Ltd.","Harbin Sining Technology Development Co., Ltd.",方圆电子音像出版社有限责任公司,,方圆电子音像出版社有限责任公司,1,12941.59,18118.226,2025 중국 iOS+AOS 추정 순매출,1.4,1645,11.01411914893617,1478,Harbin,하얼빈,China,province_or_region,一花斗地主,Casino,Landlord,Casino Landlord 카지노 博彩/棋牌 도우디주/랜드로드 斗地主 카지노 / 도우디주/랜드로드 · 博彩/棋牌 / 斗地主 · Casino / Landlord,Casino,Casual,2D Cartoon,Tabletop,1.0,,,"Harbin Sining Technology Development Co., Ltd.",,,96.0,Casino,Landlord,18118.226,1.0,一花斗地主,100.0,33.0,D-후보,카지노 / 도우디주/랜드로드 · 博彩/棋牌 / 斗地主 · Casino / Landlord · 100% 집중 · LiveOps · Gacha · Casual
Shenzhen Yichao Network Technology Co. Ltd.,Shenzhen Yichao Network Technology Co. Ltd.,Shenzhen Yichao Network Technology Co. Ltd.,,Shenzhen Yichao Network Technology Co. Ltd.,1,12902.54,18063.556,2025 중국 iOS+AOS 추정 순매출,1.4,953,18.954413431269675,1479,Shenzhen,선전,China,city,9918捕鱼-欢乐真人捕鱼游戏大全,Casino,Fish Shooting,Casino Fish Shooting 카지노 博彩/棋牌 피쉬 슈팅 捕鱼 카지노 / 피쉬 슈팅 · 博彩/棋牌 / 捕鱼 · Casino / Fish Shooting,Casino,Casual,2D Cartoon,Animal - Underwater,1.0,,,Shenzhen Yichao Network Technology Co. Ltd.,,,0.0,Casino,Fish Shooting,18063.556,1.0,9918捕鱼-欢乐真人捕鱼游戏大全,100.0,32.4,D-후보,카지노 / 피쉬 슈팅 · 博彩/棋牌 / 捕鱼 · Casino / Fish Shooting · 100% 집중 · LiveOps · Gacha · Casual
上海趣滋滋网络科技有限公司,上海趣滋滋网络科技有限公司,上海趣滋滋网络科技有限公司,,上海趣滋滋网络科技有限公司,1,12858.41,18001.773999999998,2025 중국 iOS+AOS 추정 순매출,1.4,33,545.508303030303,1480,Shanghai,상하이,China,city,一起泡泡龙游戏软件V1.0,Puzzle,Physics,Puzzle Physics 퍼즐 益智 물리 퍼즐 物理解谜 퍼즐 / 물리 퍼즐 · 益智 / 物理解谜 · Puzzle / Physics,Lifestyle & Puzzle,Casual,2D Cartoon,Bubbles / Tiles / Colors,1.0,,,上海趣滋滋网络科技有限公司,,,100.0,Puzzle,Physics,18001.773999999998,1.0,一起泡泡龙游戏软件V1.0,100.0,31.1,D-후보,퍼즐 / 물리 퍼즐 · 益智 / 物理解谜 · Puzzle / Physics · 100% 집중 · LiveOps · Gacha · Casual
"Chengdu Huanqiu Shidai Technology Co., Ltd.","Chengdu Huanqiu Shidai Technology Co., Ltd.","Chengdu Huanqiu Shidai Technology Co., Ltd.",,"Chengdu Huanqiu Shidai Technology Co., Ltd.",1,12590.79,17627.106,2025 중국 iOS+AOS 추정 순매출,1.4,42673,0.41307398120591476,1484,Chengdu,청두,China,city,雷鸣三国,Arcade,Platformer / Runner,Arcade Platformer / Runner 아케이드 街机 플랫포머/러너 平台跑酷 아케이드 / 플랫포머/러너 · 街机 / 平台跑酷 · Arcade / Platformer / Runner,Lifestyle & Puzzle,Hypercasual,2D Cartoon,Three Kingdoms,1.0,,,HAPMONKEY,,,100.0,Arcade,Platformer / Runner,17627.106,1.0,雷鸣三国,100.0,39.2,C-니치/롱테일,아케이드 / 플랫포머/러너 · 街机 / 平台跑酷 · Arcade / Platformer / Runner · 100% 집중 · LiveOps · Gacha · Hypercasual
"xiamen youni youwo network technology Co., Ltd","xiamen youni youwo network technology Co., Ltd","xiamen youni youwo network technology Co., Ltd",,"xiamen youni youwo network technology Co., Ltd",2,12568.61,17596.054,2025 중국 iOS+AOS 추정 순매출,1.4,10631,0.8162246260935001,1488,Xiamen,샤먼,China,city,"天影剑侠：剑客行, 食物归类者：小喵餐厅","RPG, Simulation","Squad RPG, Tycoon / Crafting","RPG Squad RPG RPG/역할수행 角色扮演 스쿼드 RPG 小队RPG RPG/역할수행 / 스쿼드 RPG · 角色扮演 / 小队RPG · RPG / Squad RPG, Simulation Tycoon / Crafting 시뮬레이션 模拟经营 타이쿤/제작 大亨/制作 시뮬레이션 / 타이쿤/제작 · 模拟经营 / 大亨/制作 · Simulation / Tycoon / Crafting","Action & Strategy, Lifestyle & Puzzle","Hybridcasual, Casual",2D Cartoon,"Wuxia, Animal - Cat",1.0,1.0,1.0,"xiamen youni youwo network technology Co., Ltd",,,0.0,RPG,Squad RPG,17354.568,0.9862761275908791,天影剑侠：剑客行,98.62761275908791,43.3,C-니치/롱테일,"RPG/역할수행 / 스쿼드 RPG · 角色扮演 / 小队RPG · RPG / Squad RPG · 99% 집중 · LiveOps · Gacha · Hybridcasual, Casual"
"Xian Diankou Software Technology Co., Ltd.","Xian Diankou Software Technology Co., Ltd.","Xian Diankou Software Technology Co., Ltd.",,"Xian Diankou Software Technology Co., Ltd.",1,12332.01,17264.814,2025 중국 iOS+AOS 추정 순매출,1.4,496466,0.03477542067331901,1490,Xi'an,시안,China,city,花花填色：Paint by Number,,,,,,,,,,,Tap Q Games,,,100.0,,,17264.814,1.0,花花填色：Paint by Number,100.0,43.3,C-니치/롱테일,100% 집중 · LiveOps · Gacha
"Fujian Juyouyou Network Technology Co.,Ltd.","Fujian Juyouyou Network Technology Co.,Ltd.",方圆电子音像出版社有限责任公司,,方圆电子音像出版社有限责任公司,1,12171.04,17039.456000000002,2025 중국 iOS+AOS 추정 순매출,1.4,15834,1.0761308576480992,1491,Fujian,푸젠,China,province_or_region,航海与家园,Strategy,Tower Defense,Strategy Tower Defense 전략 策略 타워디펜스 塔防 전략 / 타워디펜스 · 策略 / 塔防 · Strategy / Tower Defense,Action & Strategy,Mid-core,3D Realistic,Pirate,1.0,,,"Fujian Juyouyou Network Technology Co.,Ltd.",,,96.0,Strategy,Tower Defense,17039.456000000002,1.0,航海与家园,100.0,36.5,C-니치/롱테일,전략 / 타워디펜스 · 策略 / 塔防 · Strategy / Tower Defense · 100% 집중 · LiveOps · Gacha · Mid-core
Tianjin Baidu Zi Tong Technology Ltd.,Tianjin Baidu Zi Tong Technology Ltd.,成都西山居世游科技有限公司,,成都西山居世游科技有限公司,4,12026.1,16836.54,2025 중국 iOS+AOS 추정 순매출,1.4,65333,1.3631364259800387,1579,Tianjin,톈진,China,city,"锦绣江湖-送1000抽-经典武林卡牌回合手游, 开心大厨, 骰子猎人, 别惹神枪手","RPG, Simulation, Action","Idle RPG, Time Management, Turn-based RPG, Shoot 'em Up","RPG Idle RPG RPG/역할수행 角色扮演 방치형 RPG 放置RPG RPG/역할수행 / 방치형 RPG · 角色扮演 / 放置RPG · RPG / Idle RPG, Simulation Time Management 시뮬레이션 模拟经营 타임 매니지먼트 时间管理 시뮬레이션 / 타임 매니지먼트 · 模拟经营 / 时间管理 · Simulation / Time Management, RPG Turn-based RPG RPG/역할수행 角色扮演 턴제 RPG 回合制RPG RPG/역할수행 / 턴제 RPG · 角色扮演 / 回合制RPG · RPG / Turn-based RPG, Action Shoot 'em Up 액션 动作 탄막 슈팅 飞行射击 액션 / 탄막 슈팅 · 动作 / 飞行射击 · Action / Shoot 'em Up","Action & Strategy, Lifestyle & Puzzle","Mid-core, Casual, Hypercasual","2D Anime, 2D Cartoon, Hypercasual","Wuxia, Cooking / Food, Tabletop, Combat Arena",1.0,1.0,,Tianjin Baidu Zi Tong Technology Ltd.,,NASDAQ: BIDU,96.0,RPG,Idle RPG,10311.56,0.6124512518605366,锦绣江湖-送1000抽-经典武林卡牌回合手游,61.24512518605366,47.7,C-니치/롱테일,"RPG/역할수행 / 방치형 RPG · 角色扮演 / 放置RPG · RPG / Idle RPG · 61% 집중 · LiveOps · Gacha · Mid-core, Casual, Hypercasual"
魔力數娛,魔力數娛,黑龙江龙华数字出版股份有限公司,,黑龙江龙华数字出版股份有限公司,1,11976.72,16767.408,2025 중국 iOS+AOS 추정 순매출,1.4,19191,0.8737120525246209,1495,,,China,unknown,闪亮的你-娱乐圈养成游戏,Simulation,Simulator,Simulation Simulator 시뮬레이션 模拟经营 시뮬레이터 模拟器 시뮬레이션 / 시뮬레이터 · 模拟经营 / 模拟器 · Simulation / Simulator,Lifestyle & Puzzle,Mid-core,2D Anime,Celebrity,1.0,1.0,1.0,魔力數娛,,,96.0,Simulation,Simulator,16767.408,1.0,闪亮的你-娱乐圈养成游戏,100.0,36.8,C-니치/롱테일,시뮬레이션 / 시뮬레이터 · 模拟经营 / 模拟器 · Simulation / Simulator · 100% 집중 · LiveOps · Gacha · Mid-core
"Tianjin Ledo Interactive Technology Co., Ltd.","Tianjin Ledo Interactive Technology Co., Ltd.","Tianjin Ledo Interactive Technology Co., Ltd.",,"Tianjin Ledo Interactive Technology Co., Ltd.",2,11957.93,16741.102,2025 중국 iOS+AOS 추정 순매출,1.4,6692,3.4917476927789237,1609,Tianjin,톈진,China,city,"暗黑黎明-激战, 如果的世界-甜蜜之约",RPG,MMORPG,RPG MMORPG RPG/역할수행 角色扮演 MMORPG 大型多人在线RPG RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG,Action & Strategy,Mid-core,"Stylized Realistic, 2D Anime",Adventure,1.0,1.0,1.0,"Tianjin Ledo Interactive Technology Co., Ltd.",,SHE: 002624,0.0,RPG,MMORPG,16741.102,1.0,"暗黑黎明-激战, 如果的世界-甜蜜之约",100.0,42.0,C-니치/롱테일,RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG · 100% 집중 · LiveOps · Gacha · Mid-core
Star Ring Game Limited,Star Ring Game Limited,Star Ring Game Limited,,Star Ring Game Limited,1,11818.71,16546.194,2025 중국 iOS+AOS 추정 순매출,1.4,392,42.20967857142857,1498,,,China,unknown,Zgirls,Strategy,4X Strategy,Strategy 4X Strategy 전략 策略 4X 전략 4X策略 전략 / 4X 전략 · 策略 / 4X策略 · Strategy / 4X Strategy,Action & Strategy,Mid-core,2D Anime,Zombie,1.0,1.0,1.0,Star Ring Game Limited,,,0.0,Strategy,4X Strategy,16546.194,1.0,Zgirls,100.0,31.4,D-후보,전략 / 4X 전략 · 策略 / 4X策略 · Strategy / 4X Strategy · 100% 집중 · LiveOps · Gacha · Mid-core
"Chengdu Wuwei Mutual Entertainment Technology Co., Ltd.","Chengdu Wuwei Mutual Entertainment Technology Co., Ltd.","Chengdu Wuwei Mutual Entertainment Technology Co., Ltd.",,"Chengdu Wuwei Mutual Entertainment Technology Co., Ltd.",1,11807.96,16531.143999999997,2025 중국 iOS+AOS 추정 순매출,1.4,7181,2.3020671215708113,1500,Chengdu,청두,China,city,百分之一,Strategy,Card Battler,Strategy Card Battler 전략 策略 카드 배틀 卡牌对战 전략 / 카드 배틀 · 策略 / 卡牌对战 · Strategy / Card Battler,Action & Strategy,Mid-core,2D Anime,Tabletop,,,,woowaygames,,,100.0,Strategy,Card Battler,16531.143999999997,1.0,百分之一,100.0,34.3,D-후보,전략 / 카드 배틀 · 策略 / 卡牌对战 · Strategy / Card Battler · 100% 집중 · LiveOps · Gacha · Mid-core
"Shanghai Zhenglang Technology Co., Ltd.","Shanghai Zhenglang Technology Co., Ltd.","Shanghai Zhenglang Technology Co., Ltd.",,"Shanghai Zhenglang Technology Co., Ltd.",1,11628.34,16279.676,2025 중국 iOS+AOS 추정 순매출,1.4,25,651.18704,1503,Shanghai,상하이,China,city,Bubble Viking Pop,Puzzle,Bubble Shooter,Puzzle Bubble Shooter 퍼즐 益智 버블 슈터 泡泡龙 퍼즐 / 버블 슈터 · 益智 / 泡泡龙 · Puzzle / Bubble Shooter,Lifestyle & Puzzle,Casual,2D Cartoon,Bubbles / Tiles / Colors,1.0,1.0,,"Shanghai Zhenglang Technology Co., Ltd.",,,100.0,Puzzle,Bubble Shooter,16279.676,1.0,Bubble Viking Pop,100.0,30.4,D-후보,퍼즐 / 버블 슈터 · 益智 / 泡泡龙 · Puzzle / Bubble Shooter · 100% 집중 · LiveOps · Gacha · Casual
Zhejiang Xingfei Information Technology Ltd.,Zhejiang Xingfei Information Technology Ltd.,Zhejiang Xingfei Information Technology Ltd.,,Zhejiang Xingfei Information Technology Ltd.,2,11520.92,16129.287999999999,2025 중국 iOS+AOS 추정 순매출,1.4,12813,1.2569448437640809,1599,Zhejiang,저장,China,province_or_region,"文鸟恋爱物语, 剑与契约-巅峰对决，跨服攻城战","Lifestyle, RPG","Interactive Story, MMORPG","Lifestyle Interactive Story 라이프스타일 生活方式 인터랙티브 스토리 互动剧情 라이프스타일 / 인터랙티브 스토리 · 生活方式 / 互动剧情 · Lifestyle / Interactive Story, RPG MMORPG RPG/역할수행 角色扮演 MMORPG 大型多人在线RPG RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG","Lifestyle & Puzzle, Action & Strategy","Casual, Mid-core","2D Cartoon, Stylized Realistic","Animal - Zoo / Other, Wuxia",1.0,,,星飞游戏,,,100.0,Lifestyle,Interactive Story,9024.511999999999,0.5595108723956073,文鸟恋爱物语,55.95108723956073,39.0,C-니치/롱테일,"라이프스타일 / 인터랙티브 스토리 · 生活方式 / 互动剧情 · Lifestyle / Interactive Story · 56% 집중 · LiveOps · Gacha · Casual, Mid-core"
"U1 Game Digital Entertainment(HongKong) Co.,Ltd.","U1 Game Digital Entertainment(HongKong) Co.,Ltd.",游艺春秋网络科技（北京）有限公司,,游艺春秋网络科技（北京）有限公司,2,11237.45,15732.43,2025 중국 iOS+AOS 추정 순매출,1.4,1988,3.1838133802816904,1546,,,China,unknown,"迷雾之夏, 破天世界－国风武侠大世界MMORPG手游","Lifestyle, RPG","Interactive Story, MMORPG","Lifestyle Interactive Story 라이프스타일 生活方式 인터랙티브 스토리 互动剧情 라이프스타일 / 인터랙티브 스토리 · 生活方式 / 互动剧情 · Lifestyle / Interactive Story, RPG MMORPG RPG/역할수행 角色扮演 MMORPG 大型多人在线RPG RPG/역할수행 / MMORPG · 角色扮演 / 大型多人在线RPG · RPG / MMORPG","Lifestyle & Puzzle, Action & Strategy","Casual, Mid-core","2D Anime, Stylized Realistic","Crime, Wuxia",1.0,1.0,,"U1 Game Digital Entertainment(HongKong) Co.,Ltd.",,,48.0,Lifestyle,Interactive Story,12658.842,0.8046336134977241,迷雾之夏,80.46336134977241,38.0,C-니치/롱테일,"라이프스타일 / 인터랙티브 스토리 · 生活方式 / 互动剧情 · Lifestyle / Interactive Story · 80% 집중 · LiveOps · Gacha · Casual, Mid-core"
"Beijing Hongbiao Shikong Technology Co., Ltd.","Beijing Hongbiao Shikong Technology Co., Ltd.","Beijing Hongbiao Shikong Technology Co., Ltd.",,"Beijing Hongbiao Shikong Technology Co., Ltd.",1,11005.15,15407.21,2025 중국 iOS+AOS 추정 순매출,1.4,5487,2.8079478767997084,1513,Beijing,베이징,China,city,主公请点将！,Strategy,Real-Time Strategy,Strategy Real-Time Strategy 전략 策略 실시간 전략 即时战略 전략 / 실시간 전략 · 策略 / 即时战略 · Strategy / Real-Time Strategy,Action & Strategy,Mid-core,2D Cartoon,Three Kingdoms,1.0,,,"Beijing Hongbiao Shikong Technology Co., Ltd.",,,0.0,Strategy,Real-Time Strategy,15407.21,1.0,主公请点将！,100.0,33.5,D-후보,전략 / 실시간 전략 · 策略 / 即时战略 · Strategy / Real-Time Strategy · 100% 집중 · LiveOps · Gacha · Mid-core
"Beijing Guang Yu Online Technology Co., Ltd.","Beijing Guang Yu Online Technology Co., Ltd.",北京联合出版有限责任公司,,北京联合出版有限责任公司,1,10535.95,14750.33,2025 중국 iOS+AOS 추정 순매출,1.4,3748,3.935520277481323,1518,Beijing,베이징,China,city,风帆纪元,Strategy,Empire Simulation,Strategy Empire Simulation 전략 策略 제국 시뮬레이션 帝国模拟 전략 / 제국 시뮬레이션 · 策略 / 帝国模拟 · Strategy / Empire Simulation,Action & Strategy,Hybridcasual,3D Anime,Pirate,,,,GY Game,,,96.0,Strategy,Empire Simulation,14750.33,1.0,风帆纪元,100.0,32.9,D-후보,전략 / 제국 시뮬레이션 · 策略 / 帝国模拟 · Strategy / Empire Simulation · 100% 집중 · LiveOps · Gacha · Hybridcasual
"Hangzhou Miaorui Network Technology Co., Ltd","Hangzhou Miaorui Network Technology Co., Ltd","Hangzhou Miaorui Network Technology Co., Ltd",,"Hangzhou Miaorui Network Technology Co., Ltd",1,10513.23,14718.521999999999,2025 중국 iOS+AOS 추정 순매출,1.4,8736,1.6848124999999998,1520,Hangzhou,항저우,China,city,第七幻域,RPG,Idle RPG,RPG Idle RPG RPG/역할수행 角色扮演 방치형 RPG 放置RPG RPG/역할수행 / 방치형 RPG · 角色扮演 / 放置RPG · RPG / Idle RPG,Action & Strategy,Mid-core,2D Anime,Adventure,1.0,1.0,1.0,"Hangzhou Miaorui Network Technology Co., Ltd",,,100.0,RPG,Idle RPG,14718.521999999999,1.0,第七幻域,100.0,34.2,D-후보,RPG/역할수행 / 방치형 RPG · 角色扮演 / 放置RPG · RPG / Idle RPG · 100% 집중 · LiveOps · Gacha · Mid-core
"Beijing Jiao Dian Chuang Yi digital technology Co.,Ltd.","Beijing Jiao Dian Chuang Yi digital technology Co.,Ltd.",厦门雷霆互动网络有限公司,,厦门雷霆互动网络有限公司,2,10139.16,14194.823999999999,2025 중국 iOS+AOS 추정 순매출,1.4,383002,0.042014723760786986,1563,Beijing,베이징,China,city,"蜡烛人, 累趴侠",Puzzle,"Environmental, Physics","Puzzle Environmental 퍼즐 益智 환경/공간 퍼즐 环境解谜 퍼즐 / 환경/공간 퍼즐 · 益智 / 环境解谜 · Puzzle / Environmental, Puzzle Physics 퍼즐 益智 물리 퍼즐 物理解谜 퍼즐 / 물리 퍼즐 · 益智 / 物理解谜 · Puzzle / Physics",Lifestyle & Puzzle,"Casual, Mid-core",3D Cartoon,"Adventure, Hypercasual",1.0,,,Ming Gao,,,96.0,Puzzle,Environmental,11245.64,0.7922352542025178,蜡烛人,79.22352542025179,47.8,C-니치/롱테일,"퍼즐 / 환경/공간 퍼즐 · 益智 / 环境解谜 · Puzzle / Environmental · 79% 집중 · LiveOps · Gacha · Casual, Mid-core"
